Date,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021-02-02, 7894,  279,    0,13362, 4939,42157, 5650, 7133, 1316,    0,  916,26822,14450,    3,  129,  410, 1741,21336,11371, 4919, 3797, 3812, 8953,  618, 7188,14652,15609, 6278, 6132, 7340, 1249, 1929, 4324, 1059,21584, 3310,43982, 9409, 1447,    2,17297, 3602, 1981,21775, 1846, 2366, 7318, 1779, 9900,37619, 1685,  176,   24, 6517, 4316, 2031, 6480,  624
2021-02-03, 8203,  279,    0,13576, 4985,42762, 5664, 7157, 1318,    0,  926,27019,14587,    3,  129,  414, 1748,21420,11408, 4975, 3872, 3863, 9006,  627, 7220,14708,15644, 6302, 6158, 7415, 1303, 1931, 4373, 1076,21693, 3338,44148, 9578, 1447,    2,17380, 3654, 1991,21919, 1853, 2380, 7394, 1782,10033,38039, 1697,  179,   24, 6575, 4388, 2058, 6496,  624
2021-02-04, 8365,  279,    0,13752, 5009,43387, 5682, 7185, 1321,    0,  932,27247,14756,    3,  129,  416, 1747,21497,11597, 5033, 3872, 3921, 9044,  630, 7251,14784,15725, 6319, 6182, 7441, 1308, 1952, 4424, 1085,21793, 3355,44298, 9728, 1447,    2,17445, 3681, 1998,22048, 1861, 2387, 7487, 1788,10202,38453, 1711,  181,   24, 6650, 4416, 2080, 6545,  624
2021-02-05, 8449,  279,    0,13948, 5050,44019, 5705, 7214, 1325,    0,  940,27457,14858,    3,  129,  416, 1758,21603,11686, 5067, 4075, 3971, 9076,  632, 7287,14859,15750, 6341, 6222, 7455, 1307, 1958, 4463, 1091,21886, 3378,44466, 9841, 1451,    2,17508, 3710, 2002,22208, 1867, 2393, 7553, 1798,10405,38893, 1728,  181,   24, 6732, 4449, 2100, 6575,  624
2021-02-06, 8513,  279,    0,14011, 5061,44361, 5722, 7214, 1329,    0,  947,27599,15090,    3,  129,  416, 1767,21676,11752, 5108, 4075, 4020, 9076,  634, 7329,14921,15854, 6357, 6266, 7472, 1312, 1968, 4496, 1098,21964, 3386,44664, 9926, 1453,    2,17577, 3761, 2020,22353, 1872, 2400, 7611, 1804,10463,39182, 1733,  182,   24, 6773, 4449, 2119, 6611,  624
2021-02-07, 8515,  279,    0,14048, 5076,44594, 5731, 7214, 1335,    0,  952,27696,15092,    3,  129,  418, 1767,21738,11817, 5108, 4075, 4051, 9119,  635, 7349,14999,15854, 6367, 6269, 7474, 1314, 1968, 4520, 1104,21989, 3399,44839, 9983, 1453,    2,17635, 3813, 2023,22416, 1883, 2412, 7651, 1809,10469,39322, 1736,  183,   24, 6778, 4449, 2129, 6613,  624
2021-02-08, 8523,  279,    0,14055, 5106,44940, 5733, 7282, 1339,    0,  956,27815,15130,    3,  130,  418, 1776,21779,11875, 5110, 4167, 4091, 9142,  636, 7372,15054,15863, 6370, 6270, 7475, 1314, 1968, 4522, 1106,22011, 3412,44969, 9991, 1454,    2,17699, 3817, 2024,22443, 1888, 2420, 7690, 1809,10566,39482, 1738,  183,   24, 6820, 4451, 2131, 6614,  624
2021-02-09, 8579,  280,    0,14286, 5148,45454, 5746, 7298, 1343,    0,  961,28048,15301,    3,  130,  418, 1780,21802,11942, 5145, 4167, 4126, 9162,  639, 7413,15124,15925, 6376, 6342, 7485, 1315, 1978, 4559, 1109,22103, 3430,45140,10046, 1457,    2,17756, 3870, 2031,22590, 1893, 2427, 7693, 1809,10631,39799, 1748,  186,   24, 6898, 4558, 2150, 6663,  647
2021-02-10, 8888,  280,    0,14462, 5174,45925, 5770, 7326, 1346,    0,  965,28208,15421,    3,  130,  423, 1791,21869,12001, 5174, 4270, 4175, 9212,  641, 7446,15207,15939, 6387, 6367, 7496, 1320, 1986, 4582, 1116,22250, 3461,45312,10181, 1459,    2,17802, 3900, 2044,22726, 1897, 2437, 7742, 1815,10731,40148, 1765,  187,   24, 6932, 4603, 2175, 6705,  647
2021-02-11, 9021,  280,    0,14662, 5199,46475, 5781, 7354, 1350,    0,  973,28382,15513,    3,  130,  424, 1791,21985,12027, 5196, 4270, 4211, 9239,  641, 7467,15269,16019, 6411, 6390, 7721, 1320, 1990, 4637, 1117,22329, 3479,45453,10294, 1460,    2,17851, 3948, 2056,22835, 1902, 2447, 7837, 1829,10812,40535, 1774,  188,   25, 6958, 4633, 2187, 6723,  647
2021-02-12, 9180,  282,    0,14834, 5212,46932, 5790, 7381, 1352,    0,  976,28565,15708,    3,  130,  425, 1796,22027,12117, 5223, 4329, 4253, 9276,  643, 7503,15358,16027, 6430, 6429, 7752, 1324, 2002, 4663, 1126,22393, 3502,45597,10376, 1461,    2,17902, 3959, 2094,22948, 1907, 2452, 7894, 1831,10893,40901, 1785,  189,   25, 6966, 4675, 2200, 6734,  647
2021-02-13, 9242,  282,    0,14948, 5252,47349, 5814, 7381, 1356,    0,  979,28683,15850,    3,  130,  425, 1803,22087,12149, 5236, 4329, 4272, 9276,  647, 7536,15424,16119, 6437, 6461, 7780, 1327, 2002, 4694, 1130,22440, 3516,45751,10453, 1461,    2,17938, 3994, 2137,23043, 1915, 2459, 7911, 1838,10902,41149, 1790,  189,   25, 6996, 4675, 2201, 6744,  647
2021-02-14, 9242,  282,    0,14978, 5265,47564, 5824, 7381, 1361,    0,  979,28779,15871,    3,  130,  426, 1803,22121,12173, 5236, 4329, 4282, 9292,  649, 7554,15484,16119, 6444, 6462, 7782, 1327, 2002, 4709, 1133,22454, 3529,45884,10491, 1461,    2,17981, 4024, 2137,23065, 1919, 2462, 7998, 1844,10933,41273, 1794,  189,   25, 7012, 4675, 2210, 6745,  647
2021-02-15, 9244,  282,    0,14978, 5275,47630, 5826, 7447, 1364,    0,  980,28934,15928,    3,  130,  426, 1803,22166,12191, 5237, 4370, 4291, 9325,  649, 7580,15517,16130, 6446, 6464, 7783, 1328, 2003, 4720, 1135,22466, 3538,46000,10501, 1461,    2,18035, 4041, 2137,23086, 1920, 2465, 8034, 1844,10937,41336, 1796,  190,   25, 7016, 4675, 2212, 6749,  647
2021-02-16, 9257,  287,    0,14981, 5287,48037, 5828, 7449, 1364,    0,  982,29154,16174,    3,  130,  426, 1806,22199,12231, 5263, 4370, 4318, 9325,  651, 7612,15567,16149, 6448, 6501, 7787, 1331, 2004, 4733, 1136,22497, 3550,46141,10562, 1461,    2,18083, 4061, 2138,23100, 1924, 2473, 8055, 1844,10954,41386, 1797,  191,   25, 7037, 4709, 2216, 6788,  662
2021-02-17, 9346,  288,    0,15063, 5313,48457, 5838, 7476, 1365,    0,  985,29311,16273,    3,  130,  427, 1817,22224,12250, 5306, 4482, 4336, 9391,  654, 7630,15623,16160, 6458, 6524, 7821, 1334, 2018, 4774, 1148,22632, 3562,46267,10670, 1461,    2,18129, 4089, 2143,23284, 1930, 2474, 8117, 1844,10985,41496, 1806,  191,   25, 7075, 4759, 2225, 6798,  662
2021-02-18, 9424,  288,    0,15276, 5323,48824, 5864, 7496, 1366,    0,  992,29474,16403,    3,  130,  428, 1826,22297,12281, 5321, 4482, 4373, 9406,  655, 7661,15686,16251, 6472, 6531, 7997, 1337, 2025, 4805, 1150,22721, 3580,46436,10766, 1465,    2,18168, 4112, 2149,23381, 1940, 2476, 8155, 1847,11057,41630, 1813,  193,   25, 7090, 4803, 2236, 6816,  662
2021-02-19, 9573,  289,    0,15421, 5336,49380, 5878, 7523, 1366,    0,  993,29692,16610,    3,  130,  430, 1826,22368,12325, 5336, 4573, 4401, 9440,  656, 7677,15726,16274, 6480, 6534, 8048, 1339, 2043, 4831, 1152,22784, 3599,46593,10820, 1465,    2,18213, 4132, 2149,23466, 1947, 2482, 8213, 1853,11064,41832, 1834,  193,   25, 7098, 4822, 2248, 6852,  662
2021-02-20, 9590,  289,    0,15480, 5348,49680, 5887, 7523, 1366,    0,  994,29813,16742,    3,  130,  430, 1826,22426,12336, 5336, 4573, 4426, 9440,  658, 7697,15779,16342, 6491, 6553, 8059, 1341, 2047, 4868, 1153,22834, 3610,46703,10896, 1467,    2,18250, 4155, 2154,23540, 1957, 2485, 8256, 1859,11115,42041, 1842,  196,   25, 7197, 4822, 2254, 6871,  662
2021-02-21, 9592,  289,    0,15505, 5357,49936, 5892, 7523, 1367,    0,  995,29906,16744,    3,  130,  431, 1826,22466,12372, 5336, 4573, 4447, 9466,  658, 7715,15826,16342, 6500, 6553, 8059, 1342, 2047, 4872, 1154,22858, 3624,46812,10926, 1468,    2,18281, 4181, 2155,23565, 1979, 2488, 8324, 1863,11133,42162, 1852,  197,   25, 7331, 4822, 2261, 6871,  662
2021-02-22, 9592,  290,    0,15502, 5363,50151, 5893, 7562, 1368,    0,  995,30065,16835,    3,  130,  431, 1826,22506,12407, 5374, 4602, 4460, 9477,  658, 7732,15853,16343, 6501, 6553, 8062, 1341, 2047, 4882, 1154,22874, 3635,46924,10934, 1468,    2,18318, 4203, 2156,23580, 1983, 2490, 8332, 1863,11153,42301, 1853,  198,   25, 7486, 4857, 2263, 6871,  662
2021-02-23, 9660,  290,    0,15650, 5377,50496, 5907, 7572, 1379,    0,  998,30213,16927,    3,  130,  431, 1840,22528,12450, 5400, 4602, 4476, 9503,  660, 7762,15883,16380, 6502, 6577, 8206, 1346, 2050, 4903, 1155,22978, 3644,47037,10965, 1469,    2,18343, 4227, 2162,23677, 1986, 2495, 8357, 1863,11198,42521, 1865,  199,   25, 7658, 4881, 2274, 6910,  671
2021-02-24, 9744,  290,    0,15693, 5387,51582, 5917, 7595, 1402,    0, 1001,30340,17064,    3,  130,  435, 1840,22575,12467, 5415, 4681, 4527, 9528,  677, 7789,15945,16389, 6511, 6605, 8223, 1348, 2054, 4919, 1157,23077, 3658,47156,11074, 1470,    2,18373, 4264, 2194,23759, 2007, 2499, 8398, 1864,11266,42831, 1879,  201,   25, 7807, 4912, 2285, 6936,  671
2021-02-25, 9831,  290,    0,15814, 5397,52082, 5925, 7614, 1406,    0, 1005,30478,17199,    3,  130,  435, 1850,22607,12494, 5438, 4681, 4570, 9561,  701, 7805,15978,16436, 6518, 6613, 8255, 1350, 2063, 4933, 1163,23147, 3671,47264,11137, 1471,    2,18407, 4302, 2204,23840, 2016, 2502, 8443, 1872,11321,43085, 1890,  203,   25, 7963, 4942, 2290, 6994,  671
2021-02-26, 9869,  290,    0,15897, 5407,52435, 5940, 7622, 1418,    0, 1009,30624,17219,    3,  130,  437, 1859,22675,12531, 5463, 4692, 4600, 9587,  701, 7838,16024,16438, 6530, 6638, 8270, 1354, 2078, 4942, 1167,23192, 3685,47389,11186, 1472,    2,18437, 4320, 2206,23895, 2023, 2502, 8477, 1879,11377,43376, 1907,  204,   25, 8197, 4956, 2291, 6999,  671
2021-02-27, 9930,  290,    0,15967, 5417,52599, 5945, 7622, 1418,    0, 1010,30734,17294,    3,  131,  439, 1860,22710,12556, 5470, 4692, 4625, 9587,  702, 7856,16067,16508, 6543, 6669, 8282, 1356, 2082, 4957, 1170,23238, 3700,47498,11212, 1475,    2,18464, 4379, 2208,23895, 2032, 2502, 8498, 1886,11393,43519, 1929,  204,   25, 8382, 4956, 2297, 7014,  671
2021-02-28, 9929,  290,    0,15980, 5243,52835, 5951, 7622, 1422,    0, 1017,30852,17295,    3,  131,  439, 1860,22735,12573, 5471, 4692, 4637, 9608,  703, 7869,16118,16508, 6551, 6681, 8281, 1357, 2082, 4957, 1170,23252, 3716,47615,11212, 1475,    2,18490, 4428, 2208,23967, 2036, 2502, 8546, 1888,11411,43697, 1935,  204,   25, 8552, 4956, 2300, 7014,  671
2021-03-01, 9931,  300,    0,15979, 5250,53146, 5952, 7651, 1422,    0, 1019,30999,17376,    3,  131,  439, 1867,22759,12595, 5472, 4700, 4652, 9628,  703, 7879,16144,16519, 6554, 6681, 8283, 1357, 2082, 4957, 1170,23273, 3729,47719,11254, 1475,    2,18516, 4478, 2212,23984, 2037, 2517, 8562, 1888,11421,43909, 1940,  205,   25, 8783, 4969, 2300, 7014,  671
2021-03-02, 9991,  302,    0,16060, 5254,53449, 5959, 7658, 1426,    0, 1019,31135,17480,    3,  131,  439, 1871,22803,12623, 5498, 4700, 4671, 9647,  703, 7905,16182,16544, 6558, 6724, 8298, 1372, 2084, 4967, 1170,23321, 3740,47818,11288, 1477,    2,18545, 4534, 2225,24062, 2040, 2525, 8576, 1888,11436,44186, 1949,  206,   25, 8943, 4988, 2301, 7050,  682
2021-03-03,10029,  303,    0,16089, 5261,53728, 5970, 7678, 1440,    0, 1023,31267,17625,    3,  131,  441, 1876,22853,12633, 5501, 4772, 4704, 9668,  705, 7919,16252,16550, 6575, 6743, 8482, 1373, 2091, 4987, 1175,23449, 3753,47935,11363, 1478,    2,18575, 4534, 2252,24134, 2048, 2534, 8620, 1893,11459,44463, 1955,  207,   25, 9326, 5012, 2309, 7069,  682
2021-03-04,10094,  303,    0,16185, 5273,54108, 5974, 7693, 1444,    0, 1024,31387,17750,    3,  131,  441, 1876,22902,12663, 5536, 4772, 4732, 9686,  705, 7922,16296,16589, 6589, 6764, 8488, 1375, 2092, 5005, 1178,23491, 3769,48049,11399, 1478,    2,18602, 4534, 2284,24208, 2053, 2539, 8660, 1896,11501,44757, 1966,  207,   25, 9357, 5032, 2309, 7082,  682
2021-03-05,10122,  305,    0,16269, 5283,54495, 5986, 7704, 1453,    0, 1027,31522,17815,    3,  133,  443, 1876,22947,12697, 5549, 4779, 4754, 9716,  704, 7930,16322,16601, 6602, 6783, 8504, 1379, 2112, 5020, 1178,23521, 3787,48153,11446, 1478,    2,18627, 4534, 2293,24255, 2056, 2541, 8699, 1896,11534,45047, 1970,  207,   25, 9428, 5041, 2318, 7094,  682
2021-03-06,10149,  305,    0,16323, 5297,54771, 5986, 7704, 1464,    0, 1030,31620,17905,    3,  133,  444, 1879,23003,12726, 5552, 4768, 4806, 9716,  704, 7941,16374,16658, 6614, 6805, 8512, 1379, 2113, 5036, 1181,23557, 3796,48247,11502, 1479,    2,18648, 4534, 2296,24306, 2059, 2541, 8719, 1898,11543,45249, 1975,  208,   25, 9519, 5041, 2323, 7103,  682
2021-03-07,10148,  305,    0,16328, 5319,54858, 5990, 7704, 1473,    0, 1030,31683,17906,    3,  133,  445, 1879,23015,12737, 5558, 4768, 4819, 9748,  706, 7955,16417,16658, 6618, 6808, 8514, 1381, 2113, 5037, 1184,23574, 3808,48335,11502, 1479,    2,18672, 4534, 2296,24334, 2059, 2541, 8754, 1900,11547,45315, 1976,  208,   25, 9596, 5041, 2325, 7106,  682
2021-03-08,10148,  305,    0,16328, 5343,54950, 5990, 7725, 1475,    0, 1035,31764,17948,    3,  133,  445, 1890,23021,12744, 5559, 4772, 4829, 9758,  706, 7963,16435,16662, 6624, 6808, 8516, 1381, 2113, 5040, 1184,23590, 3811,48401,11535, 1479,    2,18695, 4534, 2298,24344, 2059, 2549, 8760, 1901,11556,45411, 1977,  208,   25, 9683, 5063, 2325, 7106,  682
2021-03-09,10186,  305,    0,16326, 5357,55259, 5997, 7739, 1482,    0, 1036,31889,17978,    3,  133,  445, 1892,23040,12762, 5574, 4772, 4850, 9769,  723, 7988,16456,16692, 6764, 6834, 8625, 1385, 2110, 5054, 1185,23635, 3830,48481,11552, 1479,    2,18717, 4701, 2303,24388, 2066, 2556, 8763, 1901,11588,45582, 1990,  211,   25, 9790, 5077, 2326, 7134,  691
2021-03-10,10222,  305,    0,16404, 5382,55515, 6003, 7752, 1492,    0, 1037,31948,18036,    3,  133,  448, 1901,23068,12775, 5601, 4807, 4884, 9812,  723, 8002,16509,16700, 6773, 6845, 8637, 1387, 2120, 5067, 1187,23768, 3839,48573,11595, 1481,    2,18740, 4701, 2305,24427, 2066, 2559, 8781, 1904,11606,45796, 1992,  211,   25, 9849, 5100, 2330, 7150,  691
2021-03-11,10274,  305,    0,16461, 5410,55776, 6021, 7761, 1494,    0, 1038,32040,18117,    3,  133,  448, 1906,23123,12802, 5621, 4807, 4921, 9828,  723, 8014,16551,16722, 6792, 6864, 8647, 1391, 2122, 5080, 1191,23814, 3845,48690,11622, 1485,    2,18759, 4701, 2316,24474, 2073, 2563, 8822, 1905,11623,46007, 2015,  211,   25, 9902, 5107, 2338, 7160,  691
2021-03-12,10299,  306,    0,16519, 5437,56122, 6024, 7765, 1496,    0, 1038,32145,18164,    3,  133,  449, 1909,23164,12824, 5630, 4778, 4950, 9861,  723, 8030,16580,16729, 6805, 6883, 8655, 1392, 2124, 5097, 1195,23854, 3849,48757,11663, 1486,    2,18780, 4701, 2319,24510, 2077, 2567, 8833, 1907,11639,46229, 2017,  212,   25, 9961, 5123, 2511, 7164,  691
2021-03-13,10327,  306,    0,16546, 5455,56281, 6036, 7765, 1504,    0, 1040,32225,18216,    3,  133,  450, 1910,23189,12846, 5633, 4778, 4966, 9861,  724, 8038,16614,16769, 6809, 6896, 8660, 1392, 2127, 5117, 1199,23888, 3850,48850,11691, 1488,    2,18801, 4701, 2322,24510, 2077, 2567, 8870, 1909,11639,46366, 2021,  214,   25, 9985, 5123, 2519, 7178,  691
2021-03-14,10327,  306,    0,16553, 5474,56421, 6038, 7765, 1507,    0, 1041,32255,18215,    3,  133,  451, 1910,23207,12856, 5641, 4778, 4982, 9884,  724, 8048,16645,16769, 6814, 6901, 8660, 1392, 2127, 5118, 1199,23903, 3852,48953,11691, 1488,    2,18815, 4701, 2322,24510, 2080, 2567, 8875, 1912,11639,46423, 2027,  214,   25,10019, 5123, 2530, 7176,  691
2021-03-15,10329,  306,    0,16553, 5481,56521, 6040, 7788, 1511,    0, 1042,32348,18262,    3,  134,  451, 1916,23217,12864, 5642, 4791, 5005, 9903,  725, 8055,16673,16779, 6815, 6903, 8661, 1393, 2127, 5121, 1199,23925, 3853,49016,11709, 1488,    2,18832, 4701, 2324,24566, 2081, 2576, 8878, 1912,11638,46519, 2027,  214,   25,10060, 5135, 2531, 7177,  691
2021-03-16,10337,  306,    0,16574, 5493,56644, 6048, 7799, 1514,    0, 1042,32449,18287,    3,  134,  451, 1929,23236,12876, 5657, 4791, 5029, 9925,  725, 8080,16688,16805, 6817, 6929, 8694, 1396, 2128, 5135, 1202,23966, 3860,49110,11722, 1489,    2,18843, 4788, 2346,24660, 2083, 2583, 8881, 1912,11650,46651, 2032,  215,   25,10104, 5149, 2546, 7182,  693
2021-03-17,10363,  307,    0,16586, 5507,56882, 6049, 7807, 1516,    0, 1044,32504,18359,    3,  134,  451, 1935,23255,12893, 5666, 4793, 5056, 9955,  725, 8099,16732,16809, 6824, 6936, 8702, 1396, 2129, 5147, 1202,24045, 3872,49171,11757, 1490,    2,18855, 4788, 2349,24698, 2085, 2588, 8933, 1915,11658,46827, 2037,  217,   25,10154, 5156, 2565, 7201,  693
2021-03-18,10391,  310,    0,16645, 5515,57133, 6060, 7822, 1517,    0, 1046,32598,18420,    3,  134,  451, 1938,23287,12907, 5672, 4793, 5504, 9974,  727, 8113,16759,16843, 6830, 6938, 8708, 1406, 2130, 5157, 1207,24076, 3877,49262,11783, 1490,    2,18870, 4788, 2353,24722, 2089, 2594, 8938, 1919,11681,47025, 2041,  217,   25,10182, 5168, 2570, 7208,  693
2021-03-19,10425,  310,    0,16691, 5529,57313, 6065, 7832, 1522,    0, 1047,32651,18464,    3,  134,  452, 1941,23304,12922, 5672, 4798, 5695, 9988,  728, 8132,16803,16857, 6839, 6945, 8709, 1409, 2133, 5161, 1213,24103, 3882,49335,11805, 1491,    2,18890, 4788, 2357,24758, 2092, 2595, 8966, 1919,11709,47198, 2058,  217,   25,10092, 5174, 2600, 7222,  693
2021-03-20,10436,  310,    0,16733, 5533,57343, 6068, 7832, 1526,    0, 1049,32713,18530,    3,  134,  453, 1941,23329,12926, 5674, 4798, 5720, 9988,  728, 8158,16832,16906, 6845, 6955, 8713, 1414, 2135, 5171, 1217,24134, 3889,49401,11820, 1492,    2,18904, 4788, 2362,24783, 2096, 2595, 8977, 1922,11709,47298, 2060,  219,   25,10104, 5174, 2600, 7240,  693
2021-03-21,10436,  310,    0,16745, 5539,57404, 6073, 7832, 1529,    0, 1050,32742,18530,    3,  134,  454, 1941,23357,12946, 5675, 4798, 5738, 9988,  729, 8170,16867,16906, 6850, 6956, 8718, 1414, 2135, 5172, 1217,24174, 3889,49426,11820, 1492,    2,18919, 4788, 2363,24796, 2096, 2595, 9007, 1923,11709,47346, 2062,  219,   25,10117, 5174, 2606, 7240,  693
2021-03-22,10436,  310,    0,16745, 5544,57662, 6070, 7841, 1531,    0, 1050,32779,18556,    3,  134,  454, 1946,23379,12947, 5675, 4806, 5799,10030,  729, 8184,16894,16912, 6850, 6956, 8719, 1414, 2135, 5174, 1217,24181, 3892,49444,11836, 1492,    2,18931, 4788, 2365,24774, 2098, 2604, 9027, 1923,11713,47446, 2062,  219,   25,10127, 5183, 2612, 7240,  693
2021-03-23,10450,  312,    0,16798, 5547,57843, 6074, 7845, 1535,    0, 1051,32820,18588,    3,  134,  454, 1951,23391,12959, 5683, 4806, 5814,10037,  731, 8195,16915,16932, 6857, 6977, 8773, 1419, 2137, 5188, 1218,24242, 3903,49462,11854, 1494,    2,18942, 4788, 2367,24817, 2100, 2606, 9030, 1923,11747,47527, 2077,  220,   25,10137, 5186, 2613, 7240,  695
2021-03-24,10487,  312,    0,16842, 5560,58067, 6077, 7852, 1535,    0, 1053,32850,18660,    3,  134,  457, 1952,23408,12975, 5689, 4836, 5863,10056,  731, 8214,16970,16949, 6866, 6981, 8785, 1431, 2165, 5203, 1228,24292, 3909,49717,11894, 1495,    2,18953, 4850, 2368,24857, 2103, 2606, 9055, 1924,11792,47689, 2082,  222,   25,10143, 5200, 2619, 7263,  695
2021-03-25,10504,  313,    0,16874, 5571,58375, 6082, 7862, 1536,    0, 1053,32957,18751,    3,  134,  458, 1954,23442,12982, 5708, 4837, 5970,10073,  731, 8217,17010,17003, 6892, 6987, 8788, 1435, 2174, 5215, 1229,24330, 3916,49790,11987, 1497,    2,18973, 4850, 2370,24898, 2106, 2607, 9083, 1927,11796,47822, 2088,  223,   25,10147, 5213, 2624, 7267,  695
2021-03-26,10523,  313,    0,16898, 5583,58605, 6086, 7865, 1536,    0, 1055,33116,18849,    3,  134,  459, 1954,23472,13002, 5716, 4848, 6008,10087,  731, 8232,17051,17023, 6899, 6998, 8792, 1435, 2175, 5226, 1231,24358, 3923,49848,12028, 1498,    2,18983, 4850, 2373,24932, 2109, 2608, 9092, 1928,11816,47947, 2091,  224,   26,10154, 5218, 2628, 7271,  695
2021-03-27,10526,  313,    0,16912, 5590,58795, 6089, 7865, 1544,    0, 1056,33142,18926,    3,  134,  462, 1954,23498,13011, 5718, 4848, 6023,10087,  736, 8246,17086,17047, 6903, 7000, 8796, 1436, 2175, 5236, 1235,24382, 3925,49928,12028, 1498,    2,18995, 4850, 2375,24960, 2112, 2608, 9104, 1933,11816,48039, 2101,  224,   26,10178, 5218, 2631, 7274,  695
2021-03-28,10526,  313,    0,16918, 5595,58948, 6092, 7865, 1544,    0, 1056,33178,18926,    3,  134,  462, 1954,23521,13023, 5725, 4848, 6031,10087,  736, 8251,17115,17047, 6908, 7001, 8796, 1436, 2175, 5236, 1237,24389, 3925,50017,12028, 1498,    2,19006, 4850, 2375,24971, 2112, 2608, 9122, 1933,11816,48093, 2114,  225,   26,10198, 5218, 2634, 7274,  695
2021-03-29,10526,  313,    0,16918, 5601,59030, 6092, 7883, 1552,    0, 1059,33247,18962,    3,  134,  462, 1957,23527,13028, 5729, 4859, 6042,10122,  736, 8260,17130,17056, 6913, 7001, 8797, 1436, 2175, 5237, 1237,24404, 3925,50158,12085, 1498,    2,19013, 4850, 2375,24991, 2112, 2613, 9122, 1933,11866,48134, 2114,  225,   26,10219, 5226, 2638, 7277,  695
2021-03-30,10527,  313,    0,16941, 5616,59128, 6099, 7885, 1559,    0, 1061,33338,18987,    3,  134,  462, 1957,23542,13038, 5729, 4859, 6065,10132,  738, 8273,17148,17108, 6914, 7013, 8848, 1437, 2177, 5239, 1237,24486, 3932,50212,12087, 1498,    2,19020, 4850, 2381,25029, 2113, 2618, 9126, 1935,11894,48242, 2118,  225,   26,10242, 5237, 2640, 7292,  695
2021-03-31,10554,  313,    0,16967, 5626,59274, 6107, 7889, 1559,    0, 1064,33425,19055,    3,  134,  463, 1962,23579,13039, 5743, 4870, 6090,10141,  743, 8286,17185,17119, 6926, 7032, 8853, 1437, 2180, 5249, 1238,24561, 3937,50299,12112, 1498,    2,19032, 4953, 2383,25074, 2118, 2619, 9146, 1935,11904,48252, 2122,  227,   26,10252, 5247, 2676, 7315,  700
2021-04-01,10553,  313,    0,16977, 5636,59411, 6117, 7900, 1559,    0, 1066,33494,19119,    3,  134,  463, 1963,23601,13048, 5751, 4870, 6108,10161,  744, 8303,17217,17174, 6938, 7048, 8859, 1438, 2181, 5256, 1245,24591, 3942,50375,12136, 1498,    2,19043, 4953, 2385,25111, 2121, 2624, 9174, 1938,11915,48495, 2125,  227,   26,10268, 5262, 2683, 7326,  700
2021-04-02,10607,  313,    0,16989, 5639,59614, 6118, 7904, 1565,    0, 1069,33586,19176,    3,  136,  463, 1966,23626,13069, 5754, 4889, 6129,10161,  744, 8319,17249,17194, 6942, 7051, 8861, 1454, 2181, 5260, 1245,24615, 3949,50458,12136, 1498,    2,19060, 4953, 2385,25135, 2126, 2630, 9179, 1938,11915,48599, 2131,  228,   26,10279, 5278, 2688, 7336,  700
2021-04-03,10637,  313,    0,16991, 5641,59667, 6124, 7904, 1565,    0, 1070,33652,19210,    3,  136,  467, 1966,23635,13074, 5822, 4889, 6149,10161,  745, 8342,17281,17259, 6953, 7055, 8866, 1465, 2181, 5274, 1247,24632, 3949,50551,12136, 1498,    2,19065, 4953, 2391,25166, 2126, 2630, 9196, 1938,11915,48676, 2132,  229,   26,10287, 5278, 2693, 7341,  700
2021-04-04,10637,  313,    0,16990, 5643,59720, 6126, 7904, 1566,    0, 1070,33674,19212,    3,  136,  467, 1966,23654,13074, 5822, 4889, 6149,10161,  745, 8350,17281,17259, 6953, 7055, 8866, 1466, 2181, 5274, 1249,24637, 3949,50633,12136, 1498,    2,19079, 4953, 2392,25173, 2131, 2630, 9196, 1938,11915,48697, 2132,  229,   26,10329, 5278, 2695, 7340,  700
2021-04-05,10638,  313,    0,16990, 5648,59799, 6126, 7923, 1566,    0, 1072,33710,19212,    3,  136,  467, 1972,23665,13075, 5822, 4884, 6171,10165,  746, 8363,17325,17282, 6963, 7055, 8867, 1466, 2181, 5275, 1249,24649, 3953,50706,12173, 1497,    2,19086, 4953, 2394,25180, 2136, 2629, 9203, 1938,11929,48729, 2133,  229,   26,10360, 5285, 2696, 7341,  700
2021-04-06,10652,  313,    0,16996, 5653,59887, 6132, 7930, 1567,    0, 1074,33780,19238,    3,  136,  467, 1974,23673,13084, 5835, 4884, 6184,10174,  746, 8378,17337,17343, 6967, 7073, 8876, 1477, 2183, 5297, 1249,24700, 3961,50751,12189, 1499,    2,19105, 4953, 2427,25217, 2139, 2632, 9204, 1938,11967,48815, 2137,  229,   26,10401, 5299, 2707, 7349,  701
