Date,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-11-30, 3578,  122,    0, 6639, 2502,19308, 3037, 5020,  820,    0,  680,18597, 9452,    3,  112,  244,  929,12985, 6432, 2426, 1560, 1908, 6420,  194, 4641,10748, 9564, 3652, 3807, 3890,  681, 1018, 2144,  526,16993, 1568,34625, 5261,  933,    2, 8033, 1743,  912,10335, 1106, 1415, 4381,  946, 4602,22271,  871,   69,   23, 4062, 2762,  735, 3494,  215
2020-12-01, 3638,  123,    0, 6687, 2512,19422, 3109, 5040,  826,    0,  685,18679, 9515,    3,  112,  244,  960,13131, 6518, 2449, 1560, 1943, 6455,  214, 4673,10778, 9759, 3674, 3836, 4055,  698, 1080, 2164,  528,17083, 1589,34686, 5284,  960,    2, 8186, 1758,  936,10504, 1122, 1428, 4404,  948, 4638,22473,  890,   72,   23, 4093, 2783,  758, 3611,  239
2020-12-02, 3711,  123,    0, 6739, 2522,19530, 3193, 5091,  829,    0,  690,18776, 9567,    3,  112,  244,  991,13397, 6617, 2518, 1679, 1943, 6501,  218, 4715,10824, 9842, 3751, 3851, 4106,  713, 1128, 2202,  537,17145, 1629,34745, 5366,  972,    2, 8350, 1812,  953,10676, 1144, 1442, 4444,  995, 4688,22684,  906,   74,   23, 4113, 2806,  778, 3703,  239
2020-12-03, 3776,  131,    0, 6821, 2555,19680, 3320, 5111,  834,    0,  692,18874, 9648,    3,  112,  246, 1014,13625, 6704, 2603, 1679, 2014, 6524,  220, 4764,10874,10035, 3843, 3879, 4170,  722, 1159, 2250,  544,17209, 1673,34812, 5410,  983,    2, 8498, 1836,  973,10871, 1155, 1454, 4466, 1033, 4781,22910,  917,   75,   23, 4147, 2823,  789, 3773,  266
2020-12-04, 3831,  142,    0, 6885, 2586,19906, 3338, 5146,  838,    0,  693,18994, 9725,    3,  113,  256, 1032,13782, 6802, 2665, 1786, 2039, 6548,  224, 4790,10910,10117, 3904, 3916, 4245,  727, 1186, 2272,  552,17255, 1706,34869, 5467,  995,    2, 8684, 1860, 1003,11052, 1173, 1466, 4496, 1064, 4876,23142,  925,   77,   23, 4160, 2849,  799, 3842,  266
2020-12-05, 3877,  143,    0, 6925, 2620,19998, 3357, 5146,  842,    0,  695,19084, 9793,    3,  113,  261, 1032,14017, 6899, 2682, 1786, 2062, 6548,  227, 4820,10953,10321, 3979, 3949, 4305,  734, 1194, 2301,  559,17306, 1738,34939, 5516, 1013,    2, 8859, 1874, 1027,11191, 1185, 1482, 4517, 1091, 4905,23353,  939,   79,   23, 4197, 2867,  829, 3934,  266
2020-12-06, 3889,  143,    0, 6950, 2660,20047, 3356, 5146,  849,    0,  697,19177, 9806,    3,  113,  262, 1035,14116, 6987, 2717, 1786, 2072, 6584,  227, 4846,11004,10321, 4043, 3961, 4313,  736, 1205, 2315,  564,17321, 1749,34997, 5543, 1019,    2, 9037, 1896, 1033,11255, 1192, 1497, 4566, 1110, 4943,23433,  939,   79,   23, 4200, 2883,  838, 3952,  266
2020-12-07, 3892,  146,    0, 6950, 2713,20153, 3358, 5224,  854,    0,  701,19282, 9851,    3,  113,  262, 1055,14216, 7081, 2723, 1856, 2082, 6607,  227, 4865,11035,10422, 4064, 3961, 4318,  742, 1236, 2319,  566,17336, 1756,35080, 5560, 1028,    2, 9211, 1911, 1045,11319, 1203, 1521, 4579, 1110, 5009,23491,  949,   81,   23, 4208, 2905,  841, 3973,  289
2020-12-08, 3942,  146,    0, 6973, 2752,20363, 3372, 5242,  857,    0,  701,19378, 9873,    3,  113,  262, 1074,14384, 7187, 2724, 1856, 2102, 6652,  239, 4916,11076,10625, 4086, 4017, 4459,  763, 1271, 2359,  566,17426, 1756,35170, 5605, 1028,    2, 9401, 1922, 1080,11521, 1206, 1542, 4585, 1111, 5109,23661,  972,   85,   23, 4260, 2915,  870, 4054,  289
2020-12-09, 3985,  150,    0, 7081, 2786,20562, 3639, 5285,  870,    0,  704,19462, 9921,    3,  113,  266, 1103,14613, 7289, 2724, 1941, 2118, 6684,  246, 4962,11166,10706, 4168, 4041, 4499,  771, 1294, 2384,  570,17542, 1823,35236, 5661, 1086,    2, 9586, 1945, 1110,11726, 1219, 1557, 4612, 1147, 5171,23930,  995,   86,   23, 4281, 2922,  901, 4142,  299
2020-12-10, 4034,  155,    0, 7154, 2820,20737, 3759, 5327,  876,    0,  708,19591, 9975,    3,  115,  268, 1136,14845, 7395, 2724, 1941, 2146, 6724,  246, 5012,11209,10900, 4257, 4083, 4573,  781, 1329, 2434,  584,17608, 1846,35323, 5714, 1109,    2, 9779, 1980, 1123,11961, 1238, 1583, 4627, 1177, 5240,24127, 1016,   89,   23, 4335, 2933,  921, 4209,  299
2020-12-11, 4086,  158,    0, 7245, 2875,20956, 3846, 5363,  880,    0,  709,19714,10031,    3,  115,  269, 1151,15067, 7505, 3193, 2072, 2168, 6767,  250, 5064,11257,10965, 4351, 4124, 4580,  805, 1343, 2479,  590,17662, 1889,35420, 5752, 1130,    2, 9960, 2007, 1138,12183, 1249, 1603, 4673, 1210, 5327,24359, 1025,   93,   23, 4370, 2939,  938, 4266,  321
2020-12-12, 4102,  176,    0, 7322, 2911,21075, 3871, 5363,  887,    0,  713,19785,10075,    3,  115,  271, 1169,15232, 7600, 3208, 2072, 2192, 6767,  257, 5100,11307,11195, 4418, 4180, 4631,  816, 1365, 2520,  600,17732, 1913,35504, 5796, 1152,    2,10144, 2042, 1150,12371, 1266, 1622, 4685, 1243, 5400,24542, 1038,   95,   23, 4409, 2941,  966, 4324,  321
2020-12-13, 4102,  176,    0, 7357, 2945,21144, 3958, 5363,  900,    0,  715,19866,10076,    3,  115,  274, 1175,15339, 7689, 3209, 2072, 2207, 6818,  257, 5117,11349,11195, 4503, 4199, 4638,  818, 1373, 2539,  603,17751, 1957,35620, 5823, 1152,    2,10323, 2064, 1155,12490, 1272, 1652, 4739, 1259, 5462,24637, 1055,   95,   23, 4411, 2941,  968, 4339,  321
2020-12-14, 4102,  176,    0, 7358, 2990,21236, 3969, 5444,  906,    0,  716,20003,10104,    3,  119,  274, 1194,15455, 7796, 3269, 2109, 2224, 6845,  259, 5142,11388,11289, 4521, 4204, 4642,  818, 1418, 2548,  604,17775, 1978,35702, 5855, 1157,    2,10505, 2072, 1161,12552, 1282, 1667, 4751, 1259, 5541,24684, 1062,   96,   23, 4414, 2941,  978, 4352,  321
2020-12-15, 4124,  179,    0, 7422, 3016,21602, 4085, 5466,  913,    0,  720,20082,10160,    3,  119,  274, 1214,15587, 7888, 3336, 2109, 2239, 6895,  265, 5206,11443,11495, 4542, 4252, 4866,  826, 1438, 2595,  604,17872, 2006,35831, 5881, 1170,    2,10688, 2086, 1213,12796, 1294, 1683, 4756, 1261, 5615,24894, 1077,  100,   23, 4470, 2941, 1012, 4408,  328
2020-12-16, 4198,  181,    0, 7530, 3074,21936, 4156, 5506,  926,    0,  720,20204,10228,    3,  119,  278, 1231,15777, 7980, 3350, 2247, 2262, 6933,  267, 5270,11513,11588, 4634, 4294, 4929,  836, 1448, 2651,  625,18003, 2049,35941, 5979, 1195,    2,10898, 2128, 1262,13109, 1312, 1702, 4800, 1300, 5668,25160, 1096,  105,   23, 4508, 3042, 1039, 4493,  328
2020-12-17, 4254,  183,    0, 7677, 3112,22257, 4226, 5552,  932,    0,  725,20305,10294,    3,  119,  280, 1259,15985, 8093, 3450, 2253, 2316, 6964,  276, 5319,11558,11801, 4717, 4320, 4980,  849, 1453, 2671,  629,18080, 2103,36067, 6065, 1204,    2,11102, 2144, 1283,13329, 1323, 1719, 4843, 1301, 5845,25406, 1126,  105,   23, 4553, 3117, 1071, 4561,  351
2020-12-18, 4296,  183,    0, 7819, 3139,22544, 4259, 5581,  939,    0,  728,20401,10332,    3,  119,  281, 1275,16206, 8200, 3450, 2341, 2344, 6994,  281, 5358,11610,11868, 4782, 4354, 5009,  854, 1470, 2706,  638,18124, 2128,36199, 6125, 1225,    2,11309, 2161, 1304,13549, 1333, 1734, 4872, 1329, 5960,25736, 1140,  107,   23, 4598, 3104, 1091, 4632,  351
2020-12-19, 4389,  184,    0, 7937, 3191,22702, 4339, 5581,  952,    0,  730,20473,10381,    3,  119,  281, 1275,16326, 8294, 3532, 2341, 2371, 6994,  292, 5412,11657,12074, 4839, 4390, 5077,  864, 1475, 2749,  650,18173, 2155,36318, 6184, 1231,    2,11491, 2189, 1340,13754, 1342, 1754, 4895, 1350, 5960,25920, 1148,  108,   23, 4643, 3104, 1122, 4722,  351
2020-12-20, 4389,  184,    0, 7971, 3237,22783, 4368, 5581,  966,    0,  737,20568,10383,    3,  119,  282, 1280,16407, 8380, 3588, 2341, 2397, 7042,  292, 5448,11717,12074, 4909, 4409, 5105,  865, 1486, 2779,  656,18194, 2171,36431, 6224, 1231,    2,11679, 2212, 1341,13834, 1368, 1768, 4935, 1361, 6071,26034, 1155,  111,   23, 4650, 3104, 1128, 4743,  351
2020-12-21, 4389,  184,    0, 7972, 3295,23012, 4378, 5676,  973,    0,  742,20680,10399,    3,  120,  282, 1301,16527, 8487, 3588, 2448, 2412, 7107,  293, 5471,11759,12153, 4931, 4411, 5117,  881, 1511, 2785,  656,18223, 2180,36568, 6240, 1233,    2,11869, 2218, 1347,13890, 1382, 1779, 4962, 1381, 6136,26144, 1161,  111,   23, 4654, 3106, 1129, 4751,  351
2020-12-22, 4452,  194,    0, 8125, 3338,23395, 4369, 5703,  980,    0,  744,20754,10463,    3,  121,  282, 1313,16671, 8566, 3652, 2448, 2440, 7158,  303, 5519,11804,12342, 4955, 4490, 5330,  895, 1521, 2823,  656,18326, 2203,36724, 6291, 1238,    2,12067, 2240, 1382,14197, 1391, 1797, 4976, 1381, 6269,26322, 1173,  112,   23, 4705, 3131, 1171, 4879,  373
2020-12-23, 4587,  197,    0, 8179, 3376,23744, 4462, 5736,  989,    0,  751,20874,10519,    3,  121,  285, 1324,16842, 8658, 3667, 2493, 2466, 7226,  311, 5568,11887,12415, 5030, 4533, 5435,  914, 1561, 2869,  677,18466, 2243,36876, 6360, 1243,    2,12221, 2283, 1403,14440, 1408, 1807, 5028, 1389, 6380,26580, 1196,  117,   23, 4760, 3162, 1194, 4953,  373
2020-12-24, 4676,  199,    0, 8294, 3406,24044, 4550, 5791,  998,    0,  756,20995,10582,    3,  121,  285, 1349,16960, 8731, 3738, 2503, 2466, 7272,  317, 5627,11963,12415, 5109, 4556, 5480,  916, 1568, 2914,  690,18544, 2272,37028, 6360, 1260,    2,12361, 2328, 1415,14707, 1423, 1824, 5043, 1430, 6431,26868, 1204,  120,   23, 4791, 3184, 1228, 5019,  373
2020-12-25, 4680,  199,    0, 8409, 3438,24104, 4586, 5791, 1009,    0,  756,20995,10631,    3,  121,  285, 1349,17154, 8811, 3743, 2503, 2466, 7272,  319, 5659,11963,12415, 5109, 4562, 5489,  916, 1558, 2941,  690,18595, 2307,37158, 6360, 1264,    2,12517, 2328, 1415,14837, 1432, 1845, 5043, 1430, 6431,27051, 1204,  120,   23, 4820, 3184, 1247, 5025,  373
2020-12-26, 4685,  200,    0, 8424, 3441,24342, 4592, 5791, 1017,    0,  762,21135,10685,    3,  121,  285, 1354,17224, 8904, 3743, 2503, 2534, 7272,  319, 5680,12010,12690, 5166, 4565, 5500,  919, 1559, 2942,  701,18613, 2316,37286, 6526, 1264,    2,12698, 2357, 1422,14858, 1432, 1856, 5124, 1446, 6443,27075, 1212,  121,   23, 4840, 3184, 1253, 5029,  373
2020-12-27, 4691,  200,    0, 8427, 3482,24403, 4610, 5791, 1032,    0,  768,21212,10689,    3,  121,  285, 1354,17336, 8996, 3744, 2503, 2555, 7291,  323, 5712,12110,12690, 5206, 4606, 5501,  924, 1559, 2950,  708,18630, 2346,37411, 6549, 1266,    2,12871, 2370, 1427,14969, 1445, 1869, 5155, 1446, 6512,27130, 1214,  127,   23, 4854, 3184, 1254, 5039,  373
2020-12-28, 4712,  200,    0, 8469, 3537,24660, 4631, 5904, 1041,    0,  771,21308,10696,    3,  121,  285, 1377,17470, 9097, 3744, 2544, 2563, 7336,  326, 5740,12158,12754, 5219, 4634, 5507,  927, 1587, 2971,  715,18651, 2382,37548, 6561, 1270,    2,13053, 2383, 1433,15055, 1456, 1883, 5173, 1446, 6588,27205, 1219,  129,   23, 4861, 3195, 1263, 5060,  405
2020-12-29, 4737,  201,    0, 8640, 3603,25102, 4687, 5924, 1047,    0,  775,21409,10779,    3,  121,  285, 1393,17596, 9216, 3812, 2569, 2594, 7397,  333, 5803,12218,12966, 5255, 4719, 5608,  939, 1603, 3016,  735,18777, 2403,37687, 6574, 1276,    2,13213, 2405, 1449,15343, 1460, 1900, 5198, 1446, 6710,27436, 1235,  130,   23, 4920, 3369, 1284, 5152,  405
2020-12-30, 4774,  203,    0, 8718, 3637,25532, 4750, 5964, 1055,    0,  780,21546,10846,    3,  121,  285, 1403,17811, 9314, 3822, 2736, 2623, 7448,  334, 5848,12338,13018, 5321, 4747, 5694,  950, 1611, 3063,  741,18952, 2436,37840, 6729, 1282,    2,13359, 2453, 1468,15665, 1484, 1911, 5249, 1464, 6810,27741, 1256,  134,   23, 4984, 3420, 1318, 5192,  405
2020-12-31, 4827,  206,    0, 8864, 3676,26132, 4814, 5995, 1061,    0,  786,21673,10934,    3,  121,  288, 1436,17978, 9390, 3891, 2736, 2623, 7488,  347, 5895,12423,13018, 5382, 4787, 5724,  961, 1651, 3122,  759,19042, 2477,37983, 6748, 1299,    2,13509, 2489, 1477,15947, 1503, 1930, 5296, 1488, 6907,28066, 1269,  136,   23, 5032, 3461, 1338, 5242,  438
2021-01-01, 4872,  206,    0, 9015, 3711,26504, 4873, 5995, 1065,    0,  788,21673,10958,    3,  122,  289, 1436,17978, 9468, 3898, 2872, 2623, 7488,  352, 5942,12423,13018, 5382, 4816, 5747,  961, 1668, 3143,  759,19160, 2502,38155, 6748, 1316,    2,13652, 2489, 1477,16155, 1521, 1944, 5296, 1488, 6907,28359, 1269,  136,   23, 5081, 3461, 1361, 5254,  438
2021-01-02, 4872,  215,    0, 9061, 3729,26696, 4912, 6099, 1072,    0,  792,21890,10960,    3,  122,  289, 1448,18217, 9562, 3946, 2872, 2698, 7488,  358, 5967,12502,13306, 5436, 4840, 5751,  971, 1669, 3148,  769,19187, 2534,38273, 6892, 1317,    2,13804, 2527, 1492,16179, 1526, 1957, 5385, 1501, 6970,28442, 1294,  139,   23, 5117, 3461, 1373, 5256,  438
2021-01-03, 4873,  215,    0, 9061, 3749,26788, 4934, 6099, 1080,    0,  794,21987,10964,    3,  122,  289, 1448,18322, 9625, 3946, 2872, 2723, 7537,  359, 5994,12610,13306, 5489, 4871, 5770,  972, 1672, 3180,  780,19208, 2551,38415, 6910, 1317,    2,13938, 2547, 1500,16230, 1545, 1974, 5469, 1513, 7025,28496, 1301,  140,   23, 5124, 3459, 1376, 5261,  438
2021-01-04, 4878,  218,    0, 9064, 3800,27160, 4944, 6168, 1085,    0,  797,22090,10971,    3,  122,  289, 1459,18412, 9735, 3992, 2890, 2749, 7585,  361, 6027,12671,13391, 5502, 4884, 5772,  975, 1682, 3206,  781,19225, 2574,38599, 6941, 1319,    2,14100, 2552, 1506,16335, 1555, 1992, 5484, 1513, 7168,28570, 1305,  144,   24, 5132, 3482, 1396, 5269,  438
2021-01-05, 4886,  218,    0, 9317, 3836,27684, 4991, 6192, 1093,    0,  801,22188,11072,    3,  123,  289, 1471,18562, 9800, 3999, 2985, 2772, 7635,  369, 6082,12734,13608, 5520, 4975, 5987, 1005, 1692, 3235,  792,19382, 2594,38743, 6996, 1336,    2,14234, 2571, 1550,16536, 1562, 2005, 5498, 1513, 7267,28808, 1312,  149,   24, 5191, 3541, 1442, 5366,  464
2021-01-06, 4994,  220,    0, 9444, 3901,28240, 5050, 6230, 1102,    0,  806,22317,11165,    3,  123,  299, 1488,18735, 9883, 4060, 3020, 2806, 7681,  372, 6132,12836,13667, 5596, 5013, 6022, 1015, 1703, 3295,  816,19523, 2641,38912, 7076, 1341,    2,14384, 2633, 1558,16915, 1570, 2024, 5582, 1519, 7379,29118, 1330,  152,   24, 5226, 3605, 1481, 5435,  464
2021-01-07, 5080,  223,    0, 9741, 3926,28746, 5102, 6287, 1112,    0,  808,22481,11230,    3,  124,  299, 1517,18941, 9958, 4065, 3020, 2843, 7728,  385, 6173,12909,13873, 5640, 5013, 6094, 1038, 1719, 3339,  827,19646, 2680,39118, 7213, 1348,    2,14500, 2672, 1568,17173, 1588, 2035, 5661, 1544, 7492,29498, 1359,  155,   24, 5275, 3634, 1518, 5477,  489
2021-01-08, 5191,  223,    0, 9938, 3966,29306, 5138, 6324, 1116,    0,  809,22666,11314,    3,  124,  303, 1523,19108,10021, 4124, 3141, 2856, 7833,  426, 6216,12985,13913, 5688, 5101, 6131, 1049, 1733, 3394,  846,19756, 2710,39282, 7328, 1359,    2,14639, 2703, 1575,17376, 1592, 2048, 5695, 1556, 7618,30128, 1381,  156,   24, 5312, 3699, 1554, 5529,  489
2021-01-09, 5299,  224,    0,10036, 4010,29890, 5190, 6324, 1128,    0,  813,22804,11457,    3,  124,  308, 1528,19210,10089, 4127, 3141, 2876, 7833,  432, 6246,13074,14145, 5731, 5146, 6173, 1054, 1737, 3450,  862,19854, 2732,39471, 7425, 1360,    2,14768, 2738, 1603,17626, 1616, 2062, 5758, 1570, 7704,30313, 1390,  156,   24, 5381, 3698, 1570, 5567,  489
2021-01-10, 5334,  224,    0,10141, 4043,30187, 5208, 6324, 1137,    0,  817,22912,11458,    3,  124,  309, 1534,19293,10147, 4138, 3141, 2901, 7873,  432, 6272,13151,14145, 5775, 5167, 6180, 1056, 1760, 3467,  869,19854, 2749,39632, 7567, 1360,    2,14914, 2761, 1604,17717, 1630, 2074, 5811, 1585, 7785,30479, 1392,  156,   24, 5383, 3698, 1582, 5570,  489
2021-01-11, 5347,  224,    0,10147, 4081,30670, 5213, 6416, 1146,    0,  821,23071,11475,    3,  124,  309, 1544,19363,10217, 4139, 3248, 2922, 7918,  438, 6301,13206,14192, 5779, 5186, 6184, 1057, 1772, 3500,  869,19854, 2764,39834, 7578, 1360,    2,15055, 2775, 1613,17802, 1642, 2095, 5826, 1585, 7865,30585, 1396,  156,   24, 5393, 3699, 1594, 5575,  489
2021-01-12, 5573,  225,    0,10482, 4121,31345, 5242, 6449, 1157,    0,  825,23227,11662,    3,  124,  309, 1556,19497,10271, 4222, 3248, 2944, 7971,  449, 6367,13273,14296, 5792, 5284, 6383, 1067, 1791, 3546,  878,20039, 2794,40020, 7638, 1363,    2,15202, 2804, 1667,18045, 1645, 2109, 5860, 1585, 8011,30895, 1422,  158,   24, 5477, 3789, 1634, 5633,  522
2021-01-13, 5760,  226,    0,10673, 4186,31871, 5285, 6536, 1166,    0,  831,23396,11803,    3,  124,  312, 1564,19617,10334, 4232, 3347, 2991, 8022,  453, 6404,13359,14336, 5842, 5315, 6411, 1069, 1803, 3596,  885,20161, 2807,40192, 7745, 1364,    2,15343, 2848, 1708,18412, 1659, 2120, 5911, 1604, 8148,31277, 1449,  158,   24, 5552, 3838, 1671, 5679,  522
2021-01-14, 5945,  228,    0,10855, 4228,32517, 5316, 6553, 1178,    0,  842,23613,11975,    3,  124,  318, 1591,19724,10400, 4251, 3348, 3042, 8080,  461, 6449,13433,14511, 5885, 5356, 6457, 1077, 1818, 3658,  897,20161, 2836,40435, 7825, 1372,    2,15457, 2882, 1737,18710, 1679, 2130, 5934, 1614, 8232,31693, 1460,  162,   24, 5626, 3876, 1702, 5728,  522
2021-01-15, 6030,  229,    0,11040, 4263,33192, 5343, 6594, 1182,    0,  842,23799,12138,    3,  125,  318, 1603,19873,10465, 4257, 3489, 3061, 8080,  477, 6494,13509,14550, 5918, 5411, 6492, 1086, 1837, 3698,  908,20320, 2874,40637, 7933, 1395,    2,15595, 2925, 1758,18935, 1692, 2146, 6037, 1629, 8311,32086, 1472,  163,   24, 5656, 3903, 1733, 5770,  522
2021-01-16, 6119,  229,    0,11248, 4293,33574, 5363, 6594, 1188,    0,  847,24004,12291,    3,  125,  320, 1605,20020,10534, 4321, 3489, 3093, 8080,  507, 6541,13583,14669, 5955, 5481, 6523, 1088, 1837, 3761,  927,20414, 2910,40806, 8016, 1403,    2,15714, 2952, 1799,19143, 1703, 2161, 6108, 1633, 8355,32428, 1485,  163,   24, 5706, 3903, 1761, 5905,  522
2021-01-17, 6120,  229,    0,11266, 4311,33810, 5379, 6594, 1200,    0,  850,24137,12296,    3,  125,  322, 1607,20050,10602, 4323, 3489, 3127, 8203,  511, 6567,13652,14669, 5995, 5521, 6526, 1092, 1837, 3779,  933,20439, 2932,40993, 8083, 1406,    2,15831, 2987, 1800,19255, 1703, 2169, 6237, 1656, 8391,32600, 1493,  163,   24, 5729, 3903, 1776, 5906,  522
2021-01-18, 6121,  229,    0,11265, 4343,33961, 5386, 6670, 1210,    0,  857,24274,12360,    3,  125,  322, 1607,20118,10670, 4324, 3511, 3167, 8253,  514, 6596,13705,14686, 6007, 5524, 6530, 1093, 1842, 3784,  933,20458, 2958,41173, 8083, 1406,    2,15956, 2994, 1803,19330, 1703, 2187, 6248, 1667, 8430,32711, 1500,  163,   24, 5739, 3903, 1784, 5926,  522
2021-01-19, 6126,  230,    0,11266, 4386,34656, 5388, 6682, 1219,    0,  861,24436,12572,    3,  128,  324, 1637,20153,10720, 4332, 3511, 3194, 8324,  519, 6650,13749,14702, 6013, 5574, 6543, 1093, 1842, 3792,  938,20512, 2975,41368, 8139, 1408,    2,16056, 3037, 1808,19423, 1703, 2199, 6259, 1667, 8471,33032, 1507,  163,   24, 5798, 3940, 1815, 5973,  550
2021-01-20, 6283,  253,    0,11528, 4441,35277, 5422, 6726, 1228,    0,  863,24578,12778,    3,  128,  325, 1635,20285,10786, 4394, 3565, 3243, 8383,  530, 6689,13829,14770, 6047, 5638, 6742, 1094, 1862, 3863,  950,20664, 3009,41587, 8200, 1409,    2,16153, 3085, 1832,19811, 1717, 2223, 6328, 1667, 8556,33491, 1517,  165,   24, 5861, 3940, 1836, 6035,  550
2021-01-21, 6379,  254,    0,11772, 4496,36036, 5440, 6774, 1241,    0,  864,24739,12889,    3,  128,  328, 1654,20423,10837, 4445, 3565, 3301, 8442,  536, 6735,13906,14933, 6079, 5668, 6778, 1100, 1868, 3910,  962,20760, 3044,41787, 8339, 1422,    2,16250, 3140, 1843,20063, 1732, 2232, 6373, 1673, 8684,33942, 1547,  168,   24, 5940, 4065, 1849, 6090,  550
2021-01-22, 6486,  254,    0,12001, 4549,36615, 5462, 6819, 1252,    0,  867,25011,13060,    3,  128,  332, 1667,20534,10903, 4478, 3587, 3337, 8483,  540, 6792,13987,14951, 6100, 5713, 6823, 1104, 1878, 3958,  971,20875, 3077,41974, 8464, 1428,    2,16366, 3187, 1865,20269, 1761, 2248, 6404, 1684, 8777,34381, 1571,  169,   24, 6002, 4114, 1856, 6135,  571
2021-01-23, 6657,  259,    0,12170, 4563,37101, 5482, 6819, 1254,    0,  870,25164,13246,    3,  128,  336, 1668,20645,10950, 4486, 3587, 3386, 8483,  544, 6837,14064,15181, 6131, 5752, 6841, 1141, 1879, 4011,  981,20934, 3115,42134, 8586, 1436,    2,16464, 3231, 1877,20454, 1771, 2256, 6479, 1696, 8819,34725, 1582,  170,   24, 6079, 4114, 1872, 6184,  571
2021-01-24, 6660,  259,    0,12238, 4606,37376, 5505, 6819, 1267,    0,  872,25293,13250,    3,  128,  342, 1669,20680,10996, 4487, 3587, 3421, 8565,  544, 6865,14133,15181, 6163, 5772, 6848, 1151, 1879, 4026,  987,20951, 3145,42325, 8695, 1436,    2,16572, 3279, 1880,20532, 1773, 2272, 6547, 1705, 8859,34911, 1595,  170,   24, 6078, 4114, 1895, 6190,  571
2021-01-25, 6662,  259,    0,12239, 4650,37800, 5512, 6911, 1271,    0,  879,25446,13303,    3,  129,  342, 1681,20744,11037, 4488, 3613, 3460, 8590,  547, 6900,14178,15219, 6166, 5777, 6855, 1151, 1894, 4029,  990,20972, 3157,42544, 8720, 1436,    2,16672, 3293, 1882,20593, 1778, 2285, 6552, 1705, 8970,35090, 1597,  171,   24, 6081, 4148, 1899, 6199,  571
2021-01-26, 6896,  260,    0,12448, 4690,38496, 5517, 6934, 1276,    0,  888,25673,13482,    3,  129,  401, 1688,20853,11087, 4492, 3613, 3495, 8621,  558, 6963,14220,15305, 6174, 5852, 6984, 1185, 1905, 4088,  994,21105, 3171,42726, 8776, 1440,    2,16757, 3323, 1904,20818, 1783, 2296, 6578, 1705, 9162,35420, 1613,  171,   24, 6174, 4167, 1928, 6264,  596
2021-01-27, 7172,  261,    0,12643, 4742,39050, 5552, 6976, 1283,    0,  895,25833,13643,    3,  129,  404, 1714,20949,11137, 4500, 3707, 3542, 8688,  562, 6996,14304,15314, 6192, 5917, 7018, 1201, 1917, 4134, 1006,21220, 3198,42887, 8915, 1441,    2,16834, 3388, 1924,21032, 1794, 2303, 6673, 1739, 9316,35877, 1620,  172,   24, 6228, 4211, 1953, 6302,  596
2021-01-28, 7340,  262,    0,12819, 4784,39817, 5569, 7020, 1292,    0,  902,26035,13827,    3,  129,  406, 1721,21074,11180, 4532, 3707, 3611, 8743,  567, 7037,14348,15402, 6208, 5945, 7041, 1210, 1921, 4181, 1022,21301, 3226,43093, 9046, 1442,    2,16915, 3423, 1930,21264, 1801, 2317, 6903, 1763, 9417,36292, 1620,  172,   24, 6308, 4243, 1983, 6334,  596
2021-01-29, 7566,  262,    0,13022, 4831,40497, 5594, 7046, 1299,    0,  907,26254,13986,    3,  129,  407, 1725,21146,11220, 4577, 3767, 3668, 8801,  570, 7076,14444,15410, 6236, 5983, 7055, 1227, 1921, 4218, 1036,21383, 3248,43278, 9157, 1444,    2,16999, 3471, 1938,21437, 1812, 2324, 6942, 1768, 9461,36650, 1655,  172,   24, 6379, 4285, 2006, 6390,  596
2021-01-30, 7566,  262,    0,13098, 4838,40976, 5620, 7046, 1301,    0,  909,26360,14196,    3,  129,  407, 1725,21213,11262, 4651, 3767, 3714, 8801,  590, 7107,14531,15525, 6255, 6018, 7070, 1232, 1920, 4264, 1042,21455, 3265,43453, 9287, 1447,    2,17082, 3504, 1957,21562, 1823, 2333, 7014, 1775, 9574,36924, 1663,  173,   24, 6449, 4285, 2015, 6430,  596
2021-01-31, 7688,  262,    0,13120, 4868,41211, 5640, 7046, 1305,    0,  913,26479,14198,    3,  129,  410, 1725,21253,11296, 4901, 3767, 3745, 8859,  590, 7127,14577,15525, 6268, 6045, 7071, 1233, 1920, 4270, 1057,21484, 3283,43634, 9335, 1447,    2,17154, 3547, 1957,21617, 1829, 2341, 7042, 1778, 9650,37074, 1665,  174,   24, 6464, 4285, 2024, 6434,  596
2021-02-01, 7688,  262,    0,13124, 4895,41702, 5641, 7119, 1308,    0,  916,26685,14242,    3,  129,  410, 1735,21273,11331, 4906, 3797, 3780, 8912,  595, 7154,14607,15536, 6270, 6056, 7074, 1234, 1920, 4278, 1059,21513, 3295,43805, 9342, 1447,    2,17224, 3564, 1958,21651, 1836, 2352, 7283, 1778, 9753,37245, 1668,  175,   24, 6474, 4318, 2028, 6436,  596
